project_slug,cve_id,github_username,github_repository_name,commit,file,class,class_start,class_end,method,method_start,method_end,signature,Done
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-client/src/main/java/org/apache/activemq/transport/tcp/SslTransportServer.java,SslTransportServer,40.0,127.0,bind,103.0,108.0,void bind(),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-client/src/main/java/org/apache/activemq/transport/tcp/TcpTransport.java,TcpTransport,56.0,764.0,setTrafficClass,712.0,751.0,boolean setTrafficClass(Socket),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-client/src/main/java/org/apache/activemq/transport/tcp/TcpTransportServer.java,TcpTransportServer,68.0,711.0,configureServerSocket,161.0,187.0,void configureServerSocket(ServerSocket),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/bugs/AMQ4126Test.java,AMQ4126Test,42.0,170.0,openwireConnectTo,122.0,138.0,"void openwireConnectTo(String,String,String)",
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/bugs/AMQ6599Test.java,AMQ6599Test,39.0,94.0,before,69.0,80.0,void before(),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/network/NetworkReconnectSslNioTest.java,NetworkReconnectSslNioTest,36.0,41.0,testForceReconnect,41.0,100.0,void testForceReconnect(),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/transport/auto/AutoSslAuthTest.java,AutoSslAuthTest,44.0,127.0,before,74.0,108.0,"void before(Broker,ConnectionContext,ConnectionInfo)",
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/transport/auto/AutoSslAuthTest.java,AutoSslAuthTest,44.0,127.0,testConnect,127.0,139.0,void testConnect(),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/transport/nio/NIOSSLBasicTest.java,NIOSSLBasicTest,36.0,116.0,basicConnector,80.0,83.0,void basicConnector(),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/transport/nio/NIOSSLLoadTest.java,NIOSSLLoadTest,45.0,170.0,testLoad,100.0,121.0,void testLoad(),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/transport/nio/NIOSSLLoadTest.java,NIOSSLLoadTest,45.0,170.0,setUp,66.0,84.0,void setUp(),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/transport/nio/NIOSSLWindowSizeTest.java,NIOSSLWindowSizeTest,32.0,93.0,setUp,51.0,75.0,void setUp(),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/transport/nio/NIOSSLWindowSizeTest.java,NIOSSLWindowSizeTest,32.0,93.0,testLargePayload,93.0,110.0,void testLargePayload(),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/transport/tcp/SslTransportFactoryTest.java,SslTransportFactoryTest,30.0,81.0,testCompositeConfigure,81.0,144.0,void testCompositeConfigure(),
apache__activemq_CVE-2018-11775_5.15.5,CVE-2018-11775,apache,activemq,bde7097fb8173cf871827df7811b3865679b963d,activemq-unit-tests/src/test/java/org/apache/activemq/transport/tcp/SslTransportFactoryTest.java,SslTransportFactoryTest,30.0,81.0,testBindServerOptions,44.0,72.0,void testBindServerOptions(),
apache__activemq_CVE-2019-0222_5.15.8,CVE-2019-0222,apache,activemq,98b9f2e,activemq-mqtt/src/test/java/org/apache/activemq/transport/mqtt/MQTTCodecTest.java,MQTTCodecTest,45.0,258.0,testMessageDecodingPerformance,258.0,290.0,void testMessageDecodingPerformance(),
apache__activemq_CVE-2019-0222_5.15.8,CVE-2019-0222,apache,activemq,f78c0962ffb46fae3397eed6b7ec1e6e15045031,activemq-mqtt/src/test/java/org/apache/activemq/transport/mqtt/MQTTCodecTest.java,MQTTCodecTest,45.0,258.0,testMessageDecodingPerformance,258.0,290.0,void testMessageDecodingPerformance(),
apache__activemq_CVE-2020-11998_5.15.12,CVE-2020-11998,apache,activemq,0d6e5f2,activemq-broker/src/main/java/org/apache/activemq/broker/jmx/ManagementContext.java,ManagementContext,66.0,698.0,createConnector,559.0,597.0,void createConnector(MBeanServer),
apache__activemq_CVE-2020-11998_5.15.12,CVE-2020-11998,apache,activemq,88b78d0,activemq-broker/src/main/java/org/apache/activemq/broker/jmx/ManagementContext.java,ManagementContext,66.0,698.0,createConnector,559.0,597.0,void createConnector(MBeanServer),
apache__activemq_CVE-2020-11998_5.15.12,CVE-2020-11998,apache,activemq,aa8900c,activemq-broker/src/main/java/org/apache/activemq/broker/jmx/ManagementContext.java,ManagementContext,66.0,698.0,createConnector,559.0,597.0,void createConnector(MBeanServer),
apache__axis-axis1-java_CVE-2023-51441_1.3.0,CVE-2023-51441,apache,axis-axis1-java,685c309febc64aa393b2d64a05f90e7eb9f73e06,axis-rt-core/src/main/java/org/apache/axis/client/ServiceFactory.java,ServiceFactory,47.0,330.0,getService,86.0,136.0,Service getService(Map environment),
apache__camel_CVE-2018-8041_2.20.3,CVE-2018-8041,apache,camel,4580e4d6c65cfd544c1791c824b5819477c583cc,components/camel-mail/src/main/java/org/apache/camel/component/mail/MailBinding.java,MailBinding,64.0,723.0,extractAttachmentsFromMultipart,305.0,342.0,"void extractAttachmentsFromMultipart(Multipart,Map)",
apache__camel_CVE-2018-8041_2.20.3,CVE-2018-8041,apache,camel,4f401c09d22c45c94fa97746dc31905e06b19e3,components/camel-mail/src/main/java/org/apache/camel/component/mail/MailBinding.java,MailBinding,64.0,723.0,extractAttachmentsFromMultipart,305.0,342.0,"void extractAttachmentsFromMultipart(Multipart,Map)",
apache__camel_CVE-2018-8041_2.20.3,CVE-2018-8041,apache,camel,63c7c080de4d18f9ceb25843508710df2c2c6d4,components/camel-mail/src/main/java/org/apache/camel/component/mail/MailBinding.java,MailBinding,64.0,723.0,extractAttachmentsFromMultipart,305.0,342.0,"void extractAttachmentsFromMultipart(Multipart,Map)",
apache__camel_CVE-2018-8041_2.20.3,CVE-2018-8041,apache,camel,a0d25d9582c6ee85e9567fa39413df0b4f02ef7,components/camel-mail/src/main/java/org/apache/camel/component/mail/MailBinding.java,MailBinding,64.0,723.0,extractAttachmentsFromMultipart,305.0,342.0,"void extractAttachmentsFromMultipart(Multipart,Map)",
apache__camel_CVE-2019-0194_2.21.4,CVE-2019-0194,apache,camel,5b64969d37cf2906efd4623cfd473041ce5132fd,camel-core/src/main/java/org/apache/camel/component/file/GenericFileEndpoint.java,GenericFileEndpoint,60.0,1525.0,configureMessage,1271.0,1292.0,"void configureMessage(GenericFile,Message)",
apache__camel_CVE-2019-0194_2.21.4,CVE-2019-0194,apache,camel,5b64969d37cf2906efd4623cfd473041ce5132fd,camel-core/src/main/java/org/apache/camel/component/file/GenericFileProducer.java,GenericFileProducer,40.0,427.0,createTempFileName,383.0,417.0,"String createTempFileName(Exchange,String)",
apache__camel_CVE-2019-0194_2.21.4,CVE-2019-0194,apache,camel,5b64969d37cf2906efd4623cfd473041ce5132fd,camel-core/src/main/java/org/apache/camel/component/file/GenericFileProducer.java,GenericFileProducer,40.0,427.0,createFileName,306.0,380.0,String createFileName(Exchange),
apache__camel_CVE-2019-0194_2.21.4,CVE-2019-0194,apache,camel,5b64969d37cf2906efd4623cfd473041ce5132fd,camel-core/src/test/java/org/apache/camel/component/file/FileProducerExpressionTest.java,FileProducerExpressionTest,33.0,110.0,testProducerComplexByExpression,82.0,87.0,void testProducerComplexByExpression(),
apache__camel_CVE-2019-0194_2.21.4,CVE-2019-0194,apache,camel,5b64969d37cf2906efd4623cfd473041ce5132fd,components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FtpProducerExpressionTest.java,FtpProducerExpressionTest,30.0,117.0,testProducerComplexByExpression,86.0,94.0,void testProducerComplexByExpression(),
apache__dolphinscheduler_CVE-2022-26884_2.0.5,CVE-2022-26884,apache,dolphinscheduler,9717da6c255414eaef1c9ac943b0eb8989c1a85d,dolphinscheduler-server/src/main/java/org/apache/dolphinscheduler/server/log/LoggerRequestProcessor.java,LoggerRequestProcessor,57.0,185.0,checkPathSecurity,142.0,148.0,boolean checkPathSecurity(String),
apache__dolphinscheduler_CVE-2022-34662_2.0.5,CVE-2022-34662,apache,dolphinscheduler,63f835715f8ca8bff79c0e7177ebfa5917ebb3bd,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/service/impl/ResourcesServiceImpl.java,ResourcesServiceImpl,84.0,1454.0,onlineCreateResource,971.0,1018.0,"Result onlineCreateResource(User,ResourceType,String,String,String,String,int,String)",
apache__dolphinscheduler_CVE-2022-34662_2.0.5,CVE-2022-34662,apache,dolphinscheduler,63f835715f8ca8bff79c0e7177ebfa5917ebb3bd,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/service/impl/ResourcesServiceImpl.java,ResourcesServiceImpl,84.0,1454.0,createDirectory,122.0,172.0,"Result createDirectory(User,String,String,ResourceType,int,String)",
apache__dolphinscheduler_CVE-2022-34662_2.0.5,CVE-2022-34662,apache,dolphinscheduler,63f835715f8ca8bff79c0e7177ebfa5917ebb3bd,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/service/impl/ResourcesServiceImpl.java,ResourcesServiceImpl,84.0,1454.0,verifyFile,517.0,552.0,"Result verifyFile(String,ResourceType,MultipartFile)",
apache__dolphinscheduler_CVE-2022-34662_2.0.5,CVE-2022-34662,apache,dolphinscheduler,63f835715f8ca8bff79c0e7177ebfa5917ebb3bd,dolphinscheduler-common/src/test/java/org/apache/dolphinscheduler/common/utils/FileUtilsTest.java,FileUtilsTest,36.0,81.0,testWriteContent2File,81.0,88.0,void testWriteContent2File(),
apache__dolphinscheduler_CVE-2022-34662_2.0.9,CVE-2022-34662,apache,dolphinscheduler,63f835715f8ca8bff79c0e7177ebfa5917ebb3bd,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/service/impl/ResourcesServiceImpl.java,ResourcesServiceImpl,84.0,1476.0,createDirectory,122.0,173.0,"Result<Object> createDirectory(User loginUser, String name, String description, ResourceType type, int pid, String currentDir)",
apache__dolphinscheduler_CVE-2022-34662_2.0.9,CVE-2022-34662,apache,dolphinscheduler,63f835715f8ca8bff79c0e7177ebfa5917ebb3bd,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/service/impl/ResourcesServiceImpl.java,ResourcesServiceImpl,84.0,1476.0,verifyFile,517.0,566.0,"Result<Object> verifyFile(String name, ResourceType type, MultipartFile file)",
apache__dolphinscheduler_CVE-2022-34662_2.0.9,CVE-2022-34662,apache,dolphinscheduler,63f835715f8ca8bff79c0e7177ebfa5917ebb3bd,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/service/impl/ResourcesServiceImpl.java,ResourcesServiceImpl,84.0,1476.0,onlineCreateResource,984.0,1036.0,"Result<Object> onlineCreateResource(User loginUser, ResourceType type, String fileName, String fileSuffix, String desc, String content, int pid, String currentDir)",
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/controller/K8sNamespaceController.java,K8sNamespaceController,64.0,253.0,createNamespace,121.0,128.0,"Result createNamespace(User,String,Long,Double,Integer)",
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/k8s/K8sClientService.java,K8sClientService,38.0,107.0,upsertNamespaceAndResourceToK8s,44.0,51.0,"ResourceQuota upsertNamespaceAndResourceToK8s(K8sNamespace,String)",
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/k8s/K8sClientService.java,K8sClientService,38.0,107.0,deleteNamespaceToK8s,54.0,65.0,"Optional deleteNamespaceToK8s(String,Long)",
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/service/impl/K8SNamespaceServiceImpl.java,K8SNamespaceServiceImpl,58.0,469.0,updateK8sNamespace,222.0,268.0,"Map updateK8sNamespace(User,int,String,Double,Integer)",
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/service/impl/K8SNamespaceServiceImpl.java,K8SNamespaceServiceImpl,58.0,469.0,queryListPaging,89.0,108.0,"Result queryListPaging(User,String,Integer,Integer)",
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/service/impl/K8SNamespaceServiceImpl.java,K8SNamespaceServiceImpl,58.0,469.0,createK8sNamespace,122.0,209.0,"Map createK8sNamespace(User,String,Long,Double,Integer)",
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-api/src/test/java/org/apache/dolphinscheduler/api/controller/K8sNamespaceControllerTest.java,K8sNamespaceControllerTest,43.0,177.0,createNamespace,67.0,83.0,void createNamespace(),
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-api/src/test/java/org/apache/dolphinscheduler/api/controller/K8sNamespaceControllerTest.java,K8sNamespaceControllerTest,43.0,177.0,updateNamespace,87.0,101.0,void updateNamespace(),
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-api/src/test/java/org/apache/dolphinscheduler/api/service/K8SNamespaceServiceTest.java,K8SNamespaceServiceTest,60.0,268.0,createK8sNamespace,108.0,126.0,void createK8sNamespace(),
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-api/src/test/java/org/apache/dolphinscheduler/api/service/K8SNamespaceServiceTest.java,K8SNamespaceServiceTest,60.0,268.0,setUp,83.0,87.0,void setUp(),
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-dao/src/test/java/org/apache/dolphinscheduler/dao/mapper/K8sNamespaceMapperTest.java,K8sNamespaceMapperTest,35.0,124.0,insertOne,45.0,57.0,K8sNamespace insertOne(),
apache__dolphinscheduler_CVE-2023-49109_3.2.0,CVE-2023-49109,apache,dolphinscheduler,8c01fcf14b199e2c1ba86c17351e1ea30614f484,dolphinscheduler-dao/src/test/java/org/apache/dolphinscheduler/dao/mapper/K8sNamespaceMapperTest.java,K8sNamespaceMapperTest,35.0,124.0,testUpdate,80.0,86.0,void testUpdate(),
apache__dolphinscheduler_CVE-2023-51770_3.2.0,CVE-2023-51770,apache,dolphinscheduler,309c8c97a9b9003244496dedc7861a5026f9441a,dolphinscheduler-datasource-plugin/dolphinscheduler-datasource-mysql/src/main/java/org/apache/dolphinscheduler/plugin/datasource/mysql/param/MySQLDataSourceProcessor.java,MySQLDataSourceProcessor,48.0,180.0,checkKeyIsLegitimate,180.0,184.0,boolean checkKeyIsLegitimate(String),
apache__dolphinscheduler_CVE-2023-51770_3.2.0,CVE-2023-51770,apache,dolphinscheduler,309c8c97a9b9003244496dedc7861a5026f9441a,dolphinscheduler-datasource-plugin/dolphinscheduler-datasource-mysql/src/main/java/org/apache/dolphinscheduler/plugin/datasource/mysql/param/MySQLDataSourceProcessor.java,MySQLDataSourceProcessor,48.0,180.0,getConnection,130.0,143.0,Connection getConnection(ConnectionParam),
apache__dolphinscheduler_CVE-2023-51770_3.2.0,CVE-2023-51770,apache,dolphinscheduler,309c8c97a9b9003244496dedc7861a5026f9441a,dolphinscheduler-datasource-plugin/dolphinscheduler-datasource-mysql/src/main/java/org/apache/dolphinscheduler/plugin/datasource/mysql/param/MySQLDataSourceProcessor.java,MySQLDataSourceProcessor,48.0,180.0,getJdbcUrl,120.0,126.0,String getJdbcUrl(ConnectionParam),
apache__dolphinscheduler_CVE-2023-51770_3.2.0,CVE-2023-51770,apache,dolphinscheduler,309c8c97a9b9003244496dedc7861a5026f9441a,dolphinscheduler-datasource-plugin/dolphinscheduler-datasource-mysql/src/main/java/org/apache/dolphinscheduler/plugin/datasource/mysql/param/MySQLDataSourceProcessor.java,MySQLDataSourceProcessor,48.0,180.0,transformOther,161.0,177.0,String transformOther(Map),
apache__dolphinscheduler_CVE-2023-51770_3.2.0,CVE-2023-51770,apache,dolphinscheduler,309c8c97a9b9003244496dedc7861a5026f9441a,dolphinscheduler-datasource-plugin/dolphinscheduler-datasource-mysql/src/main/java/org/apache/dolphinscheduler/plugin/datasource/mysql/param/MySQLDataSourceProcessor.java,MySQLDataSourceProcessor,48.0,180.0,getValidationQuery,115.0,116.0,String getValidationQuery(),
apache__dolphinscheduler_CVE-2023-51770_3.2.0,CVE-2023-51770,apache,dolphinscheduler,309c8c97a9b9003244496dedc7861a5026f9441a,dolphinscheduler-datasource-plugin/dolphinscheduler-datasource-mysql/src/test/java/org/apache/dolphinscheduler/plugin/datasource/mysql/param/MySQLDataSourceProcessorTest.java,MySQLDataSourceProcessorTest,38.0,112.0,testGetJdbcUrl,79.0,84.0,void testGetJdbcUrl(),
apache__dolphinscheduler_CVE-2023-51770_3.2.0,CVE-2023-51770,apache,dolphinscheduler,309c8c97a9b9003244496dedc7861a5026f9441a,dolphinscheduler-datasource-plugin/dolphinscheduler-datasource-mysql/src/test/java/org/apache/dolphinscheduler/plugin/datasource/mysql/utils/DataSourceUtilsTest.java,DataSourceUtilsTest,45.0,144.0,testGetJdbcUrl,115.0,121.0,void testGetJdbcUrl(),
apache__dubbo_CVE-2021-30180_2.7.9,CVE-2021-30180,apache,dubbo,041f8bb0a98a912bd363560d5a2339198dcf79a5,dubbo-cluster/src/main/java/org/apache/dubbo/rpc/cluster/configurator/parser/ConfigParser.java,ConfigParser,43.0,220.0,parseObject,75.0,82.0,T parseObject(String),
apache__dubbo_CVE-2021-30180_2.7.9,CVE-2021-30180,apache,dubbo,041f8bb0a98a912bd363560d5a2339198dcf79a5,dubbo-cluster/src/main/java/org/apache/dubbo/rpc/cluster/configurator/parser/ConfigParser.java,ConfigParser,43.0,220.0,parseConfigurators,45.0,63.0,List parseConfigurators(String),
apache__dubbo_CVE-2021-30180_2.7.9,CVE-2021-30180,apache,dubbo,041f8bb0a98a912bd363560d5a2339198dcf79a5,dubbo-cluster/src/main/java/org/apache/dubbo/rpc/cluster/configurator/parser/ConfigParser.java,ConfigParser,43.0,220.0,parseJsonArray,66.0,72.0,List parseJsonArray(String),
